ADN	ad
imprimeur	ɛ̃.pʁi.ˈmœʁ
improviser	ɛ̃.pʁo.vi.ˈze
impulsion	ɛ̃.pyl.ˈsjõ
impérialisme	ɛ̃.pe.ʁja.ˈlism
impôt	ɛ̃.ˈpo
inattendu	i.na.tã.ˈdy
inattention	i.na.tã.ˈtjõ
inauguration	i.no.gy.ʁa.ˈsjõ
inaugurer	i.no.gy.ˈʁe
incalculable	ɛ̃.kal.ky.ˈlabl
incendie	ɛ̃.sã.ˈdi
incertain	ɛ̃.sɛʁ.ˈtɛ̃
inceste	ɛ̃.ˈsɛst
incitation	ɛ̃.si.ta.ˈsjõ
inciter	ɛ̃.si.ˈte
incliner	ɛ̃.kli.ˈne
inconnu	ɛ̃.ko.ˈny
inconvénient	ɛ̃.kõ.ve.ˈni
indication	ɛ̃.di.ka.ˈsjõ
indien	ɛ̃.ˈdi
indifférent	ɛ̃.di.ˈfeʁ
indigner	ɛ̃.di.ˈnje
indiquer	ɛ̃.di.ˈke
indispensable	ɛ̃.di.spã.ˈsabl
individu	ɛ̃.di.vi.ˈdy
indonésien	ɛ̃.do.ne.ˈzi
indulgent	ɛ̃.ˈdylʒ
industrie	ɛ̃.dy.ˈstʁi
industriel	ɛ̃.dy.stʁi.ˈjɛl
indépendant	ɛ̃.de.pã.ˈdã
ineluctable	i.nə.lyk.ˈtabl
inerte	i.ˈnɛʁt
infanterie	ɛ̃.fã.tə.ˈʁi
infecter	ɛ̃.fɛk.ˈte
infini	ɛ̃.fi.ˈni
infiniment	ɛ̃.fi.ˈnim
infirme	ɛ̃.ˈfiʁm
infirmier	ɛ̃.fiʁ.ˈmje
infirmière	ɛ̃.fiʁ.ˈmjɛʁ
influence	ɛ̃.ˈflyãs
influer	ɛ̃.ˈflye
informer	ɛ̃.fɔʁ.ˈme
inférieur	ɛ̃.fe.ˈʁjœʁ
ingrat	ɛ̃.ˈgʁa
ingénieur	ɛ̃.ʒe.ˈnjœʁ
injecter	ɛ̃.ʒɛk.ˈte
injure	ɛ̃.ˈʒyʁ
innocent	i.ˈnos
inné	i.ˈne
inondation	i.nõ.da.ˈsjõ
inonder	i.nõ.ˈde
inquiet	ɛ̃.ˈkjɛ
inscription	ɛ̃.skʁips.ˈjõ
inscrire	ɛ̃.ˈskʁiʁ
insecte	ɛ̃.ˈsɛkt
insigne	ɛ̃.ˈsinj
insinuer	ɛ̃.si.ˈnye
insister	ɛ̃.si.ˈste
inspecter	ɛ̃.spɛk.ˈte
inspecteur	ɛ̃.spɛk.ˈtœʁ
inspirer	ɛ̃.spi.ˈʁe
installer	ɛ̃.sta.ˈle
instance	ɛ̃.ˈstãs
instances	ɛ̃.ˈstãs
instant	ɛ̃.ˈstã
instinct	ɛ̃.ˈstɛ̃
institut	ɛ̃.sti.ˈty
instituteur	ɛ̃.sti.ty.ˈtœʁ
institutrice	ɛ̃.sti.ty.ˈtʁis
instruction	ɛ̃.stʁyk.ˈsjõ
instruire	ɛ̃stʁ.ˈɥiʁ
instrument	ɛ̃.ˈstʁym
insuffisance	ɛ̃.sy.fi.ˈzãs
insuffisant	ɛ̃.sy.fi.ˈzã
insulter	ɛ̃.syl.ˈte
intact	ɛ̃.ˈtakt
intellectuel	ɛ̃.tɛ.lɛk.ˈtyɛl
intelligence	ɛ̃.tɛ.li.ˈʒãs
intelligent	ɛ̃.tɛ.ˈliʒ
intendance	ɛ̃.tã.ˈdãs
intense	ɛ̃.ˈtãs
intention	ɛ̃.tã.ˈtjõ
interdire	ɛ̃.tɛʁ.ˈdiʁ
interface	ɛ̃.tɛʁ.ˈfas
interjection	ɛ̃.tɛʁ.ʒɛk.ˈsjõ
interminable	ɛ̃.tɛʁ.mi.ˈnabl
intermédaire	ɛ̃.tɛʁ.me.ˈdɛʁ
intermédiaire	ɛ̃.tɛʁ.me.ˈdjɛʁ
international	ɛ̃.tɛʁ.na.sjo.ˈnal
interne	ɛ̃.ˈtɛʁn
interpeller	ɛ̃.tɛʁ.pɛ.ˈle
interpréter	ɛ̃.tɛʁ.pʁɛ.ˈte
interprète	ɛ̃.tɛʁ.ˈpʁɛt
interroger	ɛ̃.tɛ.ʁɔ.ˈʒe
interrompre	ɛ̃.tɛ.ˈʁõpʁ
interrupteur	ɛ̃.tɛ.ʁyp.ˈtœʁ
interruption	ɛ̃.tɛ.ʁyps.ˈjõ
intervalle	ɛ̃.tɛʁ.ˈval
intervenir	ɛ̃.tɛʁ.və.ˈniʁ
interview	ɛ̃.tɛʁ.ˈvju
interéssant	ɛ̃.tə.ʁe.ˈsã
intestin	ɛ̃.tɛ.ˈstɛ̃
intime	ɛ̃.ˈtim
intitulé	ɛ̃.ti.ty.ˈle
intriger	ɛ̃.tʁi.ˈʒe
intrigue	ɛ̃.ˈtʁig
intriguer	ɛ̃.tʁi.ˈge
introduction	ɛ̃.tʁo.dyk.ˈsjõ
introduire	ɛ̃.tʁo.ˈdɥiʁ
intéressant	ɛ̃.te.ʁe.ˈsã
intéresser	ɛ̃.te.ʁe.ˈse
intérieur	ɛ̃.te.ˈʁjœʁ
intérêt	ɛ̃.te.ˈʁɛ
inutile	i.ny.ˈtil
invariable	ɛ̃.va.ˈʁjabl
invasion	ɛ̃.vaz.ˈjõ
inventer	ɛ̃.vã.ˈte
invention	ɛ̃.vã.ˈtjõ
inverse	ɛ̃.ˈvɛʁs
investir	ɛ̃.vɛ.ˈstiʁ
invitation	ɛ̃.vi.ta.ˈsjõ
inviter	ɛ̃.vi.ˈte
invoquer	ɛ̃.vɔ.ˈke
invraisemblable	ɛ̃.vʁɛ.sã.ˈblabl
inédit	i.ne.ˈdi
iode	jɔd
irakien	i.ʁa.ˈki
iranien	i.ʁa.ˈni
iris	i.ˈʁi
irlandais	iʁ.lã.ˈdɛ
ironie	i.ʁo.ˈni
irriter	i.ʁi.ˈte
islam	is.ˈlam
islandais	is.lã.ˈdɛ
isoler	i.zɔ.ˈle
issue	i.ˈsy
italien	i.ta.ˈli
itinéraire	i.ti.ne.ˈʁɛʁ
ivoire	i.ˈvwaʁ
ivre	ivʁ
ivresse	i.ˈvʁɛs
jadis	ʒa.ˈdi
jaillir	ʒa.ˈjiʁ
jaloux	ʒa.ˈlu
jamais	ʒa.ˈmɛ
jambe	ʒãb
jambon	ʒã.ˈbõ
janvier	ʒã.ˈvje
japonais	ʒa.pɔ.ˈnɛ
jardin	ʒaʁ.ˈdɛ̃
jardinage	ʒaʁ.di.ˈnaʒ
jardinier	ʒaʁ.di.ˈnje
jaser	ʒa.ˈze
jaune	ʒon
javanais	ʒa.va.ˈnɛ
je	ʒə
jeter	ʒə.ˈte
jeu	ʒø
jeudi	ʒø.ˈdi
jeune	ʒœn
jeune fille	ʒœn.ˈfij
jeûner	ʒø.ˈne
je vous demande pardon	ʒə.vu.də.mãd.paʁ.ˈdõ
joie	ʒwa
joindre	ʒwɛ̃dʁ
joint	ʒwɛ̃
joli	ʒɔ.ˈli
joncher	ʒõ.ˈʃe
jonc odorant	ʒõɔ.dɔ.ˈʁã
jongler	ʒõ.ˈgle
joue	ʒu
jouer	ʒue
jouir	ʒwiʁ
jouir de	ʒwiʁ.ˈdə
jour	ʒuʁ
journal	ʒuʁ.ˈnal
journalier	ʒuʁ.na.ˈlje
journaliste	ʒuʁ.na.ˈlist
journellement	ʒuʁ.nɛ.ˈləm
journée	ʒuʁ.ˈne
jour de l'an	ʒuʁ.də.ˈlã
jour férié	ʒuʁ.fe.ˈʁje
joyeux	ʒwa.ˈjø
juge	ʒyʒ
jugement	ʒy.ˈʒəm
juger	ʒy.ˈʒe
juillet	ʒɥi.ˈjɛ
juin	ʒɥɛ̃
jumeau	ʒy.ˈmo
jumeaux	ʒy.ˈmo
jumelles	ʒy.ˈmɛl
jungle	ʒygl
jupe	ʒyp
jurer	ʒy.ˈʁe
jus	ʒy
jusqu'à	ʒy.ˈska
juste	ʒyst
justement	ʒy.ˈstəm
j'	ʒ
kenyan	kə.ˈniã
kermesse	kɛʁ.ˈmɛs
khmer	kme
kilobyte	ki.lo.ˈbit
kilogramme	ki.lo.ˈgʁam
kilomètre	ki.lo.ˈmɛtʁ
kimono	ki.mo.ˈno
kiosque	kjɔsk
krypton	kʁip.ˈtõ
kurde	kyʁd
la	la
laboratoire	la.bo.ʁa.ˈtwaʁ
laborieux	la.bɔ.ˈʁjø
labourer	la.bu.ˈʁe
laboureur	la.bu.ˈʁœʁ
lac	lak
lacet	la.ˈsɛ
lacs de la Frontière	lak.də.la.fʁõ.ˈtjɛʁ
lac Athabasca	la.ka.ta.ba.ˈska
lac Champlain	lak.ʃã.ˈplɛ̃
lac Clarice	lak.kla.ˈʁis
lac Donquan	lak.dõ.ˈkã
lac Fonteneau	lak.fõ.tə.ˈno
lac Gaillot	lak.ga.ji.ˈjo
lac Holden	la.kɔl.ˈdɛn
lac Huron	la.ky.ˈʁõ
lac Kingroy	lak.kɛ̃.ˈgʁwaj
lac Labyrinthe	la.kla.bi.ˈʁɛ̃t
lac Mabille	lak.ma.ˈbij
lac Michigan	lak.mi.ʃi.ˈgã
lac Nipigon	lak.ni.pi.ˈgõ
lac Norman	lak.nɔʁ.ˈman
lac Ontario	la.kõ.ta.ˈʁjo
lac Ross	la.ˈkʁos
lac Supérieur	lak.sy.pe.ˈʁjœʁ
lac Sénécal	lak.se.ne.ˈkal
lac Témiscamingue	lak.te.mi.ska.ˈmɛ̃g
lac Winnipeg	la.kwi.ni.ˈpə
lac aux Allumettes	la.koa.ly.ˈmɛt
lac des Bois	lak.de.ˈbwa
lac des Marets	lak.de.ma.ˈʁɛ
lac à la Pluie	la.ka.lapl.ˈɥi
lagune	la.ˈgyn
laid	lɛ
laine	lɛn
laisser	lɛ.ˈse
lait	lɛ
laiton	lɛ.ˈtõ
laitue	lɛ.ˈty
lambeau	lã.ˈbo
lambris	lã.ˈbʁi
lame	lam
lamentable	la.mã.ˈtabl
lame tranchante	lam.tʁã.ˈʃãt
lamier	la.ˈmje
lampe	lãp
lancer	lã.ˈse
langage	lã.ˈgaʒ
langue	lãg
langue allemande	lã.ga.lə.ˈmãd
langue anglaise	lã.gã.ˈglɛz
langue espagnole	lã.gɛ.spa.ˈnjɔl
langue française	lãg.fʁã.ˈsɛz
langue gaélique	lãg.gae.ˈlik
langue hawaiienne	lã.go.wɛi.ˈjɛn
langue hébraïque	lã.ge.ˈbʁaik
langue japonaise	lãg.ʒa.pɔ.ˈnɛz
langue portugaise	lãg.pɔʁ.ty.ˈgɛz
langue russe	lã.ˈgʁys
langue tchèque	lãg.ˈtʃɛk
lanière	la.ˈnjɛʁ
lanterne	lã.ˈtɛʁn
laotien	laɔ.ˈti
lapin	la.ˈpɛ̃
lapon	la.ˈpõ
lard	laʁ
large	laʁʒ
largement	laʁ.ˈʒəm
largeur	laʁ.ˈʒœʁ
larme	laʁm
larve	laʁv
las	la
lasser	la.ˈse
latin	la.ˈtɛ̃
laurier	lo.ˈʁje
lavande	la.ˈvãd
laver	la.ˈve
laïc	laik
laïque	laik
la Manche	la.ˈmãʃ
le	lə
lecteur	lɛk.ˈtœʁ
lent	l
lentement	lã.ˈtəm
lentille	lã.ˈtij
les	le
lessive	lɛ.ˈsiv
lest	lɛst
les deux	le.ˈdø
letton	lɛ.ˈtõ
lettre	lɛtʁ
lettre de créance	lɛtʁ.də.ˈkʁeãs
lettre de recommandation	lɛtʁ.də.ʁə.ko.mã.da.ˈsjõ
lettre de relance	lɛtʁ.də.ʁə.ˈlãs
lettre recommandée	lɛtʁ.ʁə.ko.mã.ˈde
leur	lœʁ
lever	lə.ˈve
levier	lə.ˈvje
leçon	lə.ˈsõ
le matin	lə.ma.ˈtɛ̃
le mieux	lə.ˈmjø
le néant	lə.ˈneã
le plus	lə.ˈply
le soir	lə.ˈswaʁ
libanais	li.ba.ˈnɛ
libellule	li.bɛ.ˈlyl
liber	li.ˈbe
liberté	li.bɛʁ.ˈte
libraire	li.ˈbʁɛʁ
librairie	li.bʁɛ.ˈʁi
libyen	li.ˈbi
libérer	li.be.ˈʁe
libérien	li.be.ˈʁi
licence	li.ˈsãs
licencier	li.sã.ˈsje
lien	li
lier	lje
lierre	ljɛʁ
lieu	ljø
lieue	ljø
lieutenant	ljø.tə.ˈnã
ligne	linj
ligue	lig
lilas	li.ˈla
limace	li.ˈmas
limaçon	li.ma.ˈsõ
lime	lim
limer	li.ˈme
limite	li.ˈmit
limiter	li.mi.ˈte
limpide	lɛ̃.ˈpid
lin	lɛ̃
linge	lɛ̃ʒ
lion	ljõ
liquide	li.ˈkid
liquider	li.ki.ˈde
lire	liʁ
lis	lis
liseron	li.zə.ˈʁõ
lisière	liz.ˈjɛʁ
lisse	lis
liste	list
liste de candidats	list.də.kã.di.ˈda
liste de présentation	list.də.pʁe.zã.ta.ˈsjõ
liste d'adresses	list.da.ˈdʁɛs
lis des marais	lis.de.ma.ˈʁɛ
lit	li
lithium	li.ˈtiɔm
litre	litʁ
littéralement	li.te.ʁa.ˈləm
littérature	li.te.ʁa.ˈtyʁ
lit d'accouchement	li.da.ku.ˈʃəm
livonien	li.vo.ˈni
livre	livʁ
livrer	li.ˈvʁe
liège	ljɛʒ
lièvre	ljɛvʁ
local	lo.ˈkal
localité	lo.ka.li.ˈte
locataire	lo.ka.ˈtɛʁ
locomotive	lɔ.kɔ.mɔ.ˈtiv
locution	lo.ky.ˈtjõ
logement	lɔ.ˈʒəm
loger	lɔ.ˈʒe
logique	lo.ˈʒik
logis	lo.ˈʒi
loi	lwa
loin	lwɛ̃
lointain	lwɛ̃.ˈtɛ̃
loisirs	lwa.ˈziʁ
lombes	lõb
lombric	lõ.ˈbʁik
long	lõ
longtemps	lõ.ˈtã
longuement	lõ.ˈgəm
longueur	lõ.ˈgœʁ
lors	lɔʁ
lorsque	loʁsk
loterie	lo.tə.ˈʁi
louange	luãʒ
loucher	lu.ˈʃe
louer	lue
loup	lu
loupe	lup
lourd	luʁ
lourdement	luʁ.ˈdəm
louve	luv
loyal	lwa.ˈjal
loyer	lwa.ˈje
lubie	ly.ˈbi
lucarne	ly.ˈkaʁn
lui	lɥi
luire	lɥiʁ
luisant	lɥi.ˈzã
lumineux	ly.mi.ˈnø
lumière	ly.ˈmjɛʁ
lundi	ly.ˈdi
lune	lyn
lunette	ly.ˈnɛt
lunettes	ly.ˈnɛt
lupanar	ly.pa.ˈnaʁ
lupine	ly.ˈpin
luter	ly.ˈte
luth	lyt
lutin	ly.ˈtɛ̃
lutter	ly.ˈte
luxe	lyks
luxembourgeois	lyk.sã.buʁ.ˈʒwa
lycée	li.ˈse
lynx	lɛ̃ks
lyre	liʁ
l'	l
l'une et l'autre	ly.ne.ˈlotʁ
l'un et l'autre	lye.ˈlotʁ
lécher	le.ˈʃe
léger	le.ˈʒe
légerement	le.ʒə.ˈʁəm
légitime	le.ʒi.ˈtim
légume	le.ˈgym
léopard	leɔ.ˈpaʁ
lézard	le.ˈzaʁ
lèvre	lɛvʁ
lâche	laʃ
lâcher	la.ˈʃe
lâcheté	la.ʃə.ˈte
ma	ma
machine	ma.ˈʃin
machine administrative	ma.ʃi.nad.mi.ni.stʁa.ˈtiv
machine à adresser	ma.ʃi.naa.dʁɛ.ˈse
machine à écrire	ma.ʃi.nae.ˈkʁiʁ
macédonien	ma.se.do.ˈni
madame	ma.ˈdam
mademoiselle	ma.də.mwa.ˈzɛl
maestro	mɛɛ.ˈstʁo
magasin	ma.ga.ˈzɛ̃
magie	ma.ˈʒi
magique	ma.ˈʒik
magnifique	ma.nji.ˈfik
magnésium	ma.njez.ˈjɔm
magnétophone	ma.njɛ.to.ˈfɔn
magnétoscope	ma.njɛ.to.ˈskɔp
mai	mɛ
maigre	mɛgʁ
maille	maj
maillet	ma.ˈjɛ
maillot de bain	ma.jo.də.ˈbɛ̃
maillot de corps	ma.jo.də.ˈkɔʁ
main	mɛ̃
maint	mɛ̃
maintenant	mɛ̃.tə.ˈnã
maintenir	mɛ̃.tə.ˈniʁ
maire	mɛʁ
mais	mɛ
maison	mɛ.ˈzõ
maison close	mɛ.zõ.ˈkloz
maison de repos	mɛ.zõ.də.ʁə.ˈpo
maitriser	mɛ.tʁi.ˈze
majesté	ma.ʒɛ.ˈste
majeur	ma.ˈʒœʁ
majorité	ma.ʒɔ.ʁi.ˈte
majuscule	ma.ʒy.ˈskyl
mal	mal
malade	ma.ˈlad
maladroit	ma.la.ˈdʁwa
malais	ma.ˈlɛ
malaisien	ma.lɛ.ˈzi
malard	ma.ˈlaʁ
malaria	ma.la.ˈʁja
malentendu	ma.lã.tã.ˈdy
malgré	mal.ˈgʁe
malheureusement	ma.lœ.ʁø.ˈzəm
malheureux	ma.lœ.ˈʁø
malin	ma.ˈlɛ̃
malle	mal
malsain	mal.ˈsɛ̃
maltais	mal.ˈtɛ
maltraiter	mal.tʁɛ.ˈte
mal de l'air	mal.də.ˈlɛʁ
mal de mer	mal.də.ˈme
maman	ma.ˈmã
mamelle	ma.ˈmɛl
mamelon	ma.mə.ˈlõ
mammifère	ma.mi.ˈfɛʁ
manche	mãʃ
manchette	mã.ˈʃɛt
mandarine	mã.da.ˈʁin
mandat	mã.ˈda
mandchou	mãd.ˈʃu
manie	ma.ˈni
manier	ma.ˈnje
manifestation	ma.ni.fɛ.sta.ˈsjõ
manifester	ma.ni.fɛ.ˈste
maniéré	ma.nje.ˈʁe
manière	ma.ˈnjɛʁ
manière d'être	ma.njɛʁ.ˈdɛtʁ
manne	man
manque	mãk
manquer	mã.ˈke
mansarde	mã.ˈsaʁd
manteau	mã.ˈto
maquereau	ma.kə.ˈʁo
maquillage	ma.ki.ˈjaʒ
maquiller	ma.ki.ˈje
marais	ma.ˈʁɛ
marbre	maʁbʁ
marchand	maʁ.ˈʃã
marchander	maʁ.ʃã.ˈde
marchandise	maʁ.ʃã.ˈdiz
marche	maʁʃ
marcher	maʁ.ˈʃe
marcher dans l'eau	maʁ.ʃe.dã.ˈlo
marcher sur	maʁ.ʃe.ˈsyʁ
marché	maʁ.ˈʃe
mardi	maʁ.ˈdi
marge	maʁʒ
marguerite	maʁ.gə.ˈʁit
mari	ma.ˈʁi
mariage	ma.ˈʁjaʒ
marier	ma.ˈʁje
marin	ma.ˈʁɛ̃
marionnette	ma.ʁjo.ˈnɛt
marié	ma.ˈʁje
mariée	ma.ˈʁje
mariés	ma.ˈʁje
mari et femme	ma.ʁie.ˈfam
mark	maʁk
marocain	ma.ʁo.ˈkɛ̃
marque	maʁk
marquer	maʁ.ˈke
marron	ma.ˈʁõ
marronnier	ma.ʁɔ.ˈnje
mars	maʁ
marsouin	maʁ.ˈswɛ̃
marte	maʁt
marteau	maʁ.ˈto
martre	maʁtʁ
martyr	maʁ.ˈtiʁ
martyre	maʁ.ˈtiʁ
marécage	ma.ʁe.ˈkaʒ
marée	ma.ˈʁe
marée basse	ma.ʁe.ˈbas
marée haute	ma.ˈʁeot
masque	mask
massacrer	ma.sa.ˈkʁe
masse	mas
masser	ma.ˈse
massif	ma.ˈsif
massif de montagnes	ma.sif.də.mõ.ˈtagn
matelas	ma.tə.ˈla
mathématique	ma.te.ma.ˈtik
mathématiques	ma.te.ma.ˈtik
matin	ma.ˈtɛ̃
matinée	ma.ti.ˈne
matière	ma.ˈtjɛʁ
matière plastique	ma.tjɛʁ.pla.ˈstik
matériau	ma.te.ˈʁjo
matériel	ma.te.ˈʁjɛl
maudire	mo.ˈdiʁ
maure	moʁ
mauritanien	mo.ʁi.ta.ˈni
maussade	mo.ˈsad
mauvais	mo.ˈvɛ
maximum	mak.si.ˈmɔm
maïs	mais
maître	mɛtʁ
maîtresse	mɛ.ˈtʁɛs
maçon	ma.ˈsõ
maçonner	ma.sɔ.ˈne
me	mə
meilleur	mɛ.ˈjœʁ
melon	mə.ˈlõ
melon d'eau	mə.lõ.ˈdo
membre	mãbʁ
menace	mə.ˈnas
menacer	mə.na.ˈse
mendiant	mã.ˈdjã
mendier	mã.ˈdje
mener	mə.ˈne
mensonge	mã.ˈsõʒ
mensuel	mã.ˈsyɛl
mensuellement	mã.syɛ.ˈləm
mental	mã.ˈtal
menthe	mãt
mentionner	mã.sjɔ.ˈne
mentir	mã.ˈtiʁ
menton	mã.ˈtõ
menu	mə.ˈny
mer	me
merci	mɛʁ.ˈsi
mercredi	mɛʁ.kʁə.ˈdi
mercure	mɛʁ.ˈkyʁ
merle	mɛʁl
merveilleux	mɛʁ.vɛ.ˈjø
mer Adriatique	meadʁ.ja.ˈtik
mer Baltique	me.bal.ˈtik
mer Caspienne	me.kasp.ˈjɛn
mer Egée	meɛ.ˈʒe
mer Tyrrhénienne	me.ti.ʁe.ni.ˈjɛn
mer de Beaufort	me.də.bo.ˈfɔʁ
mer du Labrador	me.dy.la.bʁa.ˈdɔʁ
mer du Nord	me.dy.ˈnɔʁ
mer d'Irlande	me.diʁ.ˈlãd
mes	me
message	mɛ.ˈsaʒ
messager	mɛ.sa.ˈʒe
mesure	mə.ˈzyʁ
mesurer	mə.zy.ˈʁe
mesure de largeur	mə.zyʁ.də.laʁ.ˈʒœʁ
mettre	mɛtʁ
mettre au monde	mɛ.tʁo.ˈmõd
mettre d'accord	mɛtʁ.da.ˈkɔʁ
mettre en adjudication	mɛ.tʁad.ʒy.di.ka.ˈsjõ
mettre en place de	mɛtʁ.plas.ˈdə
mettre à l'entreprise	mɛ.tʁa.lã.tʁə.ˈpʁiz
meuble	mœbl
meubler	mœ.ˈble
meunier	mœ.ˈnje
meurtrier	mœʁ.ˈtʁje
mexicain	mɛk.si.ˈkɛ̃
mica	mi.ˈka
microbe	mi.ˈkʁɔb
micromètre	mi.kʁo.ˈmɛtʁ
microsillon	mi.kʁo.si.ˈjõ
midi	mi.ˈdi
miel	mjɛl
miette	mjɛt
mieux	mjø
mignon	mi.ˈnjõ
milan	mi.ˈlã
milieu	mi.ˈljø
militaire	mi.li.ˈtɛʁ
mille	mil
millimètre	mi.li.ˈmɛtʁ
minauderie	mi.no.də.ˈʁi
mince	mɛ̃s
mine	min
miner	mi.ˈne
minerai	mi.nə.ˈʁɛ
mineur	mi.ˈnœʁ
minimum	mi.ni.ˈmɔm
miniscule	mi.ni.ˈskyl
ministre	mi.ˈnistʁ
ministère	mi.ni.ˈstɛʁ
minorité	mi.no.ʁi.ˈte
minuscule	mi.ny.ˈskyl
minute	mi.ˈnyt
minéral	mi.ne.ˈʁal
miracle	mi.ˈʁakl
miroir	mi.ˈʁwaʁ
mission	mi.ˈsjõ
missionnaire	mi.sjɔ.ˈnɛʁ
misérable	mi.ze.ˈʁabl
misère	mi.ˈzɛʁ
mite	mit
mobile	mo.ˈbil
mobilier	mo.bi.ˈlje
mode	mɔd
modeler	mo.də.ˈle
moderne	mo.ˈdɛʁn
modeste	mo.ˈdɛst
modestie	mo.dɛ.ˈsti
modifier	mo.di.ˈfje
modiste	mo.ˈdist
modéré	mo.de.ˈʁe
modèle	mo.ˈdɛl
moi	mwa
moine	mwan
moineau	mwa.ˈno
moins	mwɛ̃
mois	mwa
moisi	mwa.ˈzi
moisir	mwa.ˈziʁ
moisson	mwa.ˈsõ
moitié	mwa.ˈtje
moldave	mɔl.ˈdav
mollet	mo.ˈlɛ
moluquois	mɔ.ly.ˈkwa
moment	mɔm
mon	mõ
monde	mõd
monnaie	mo.ˈnɛ
monopoliser	mo.no.pɔ.li.ˈze
monotone	mo.no.ˈtɔn
monseigneur	mõ.sɛ.ˈnjœʁ
monstre	mõstʁ
mont	mõ
montage	mõ.ˈtaʒ
montagne	mõ.ˈtagn
montagnes Rocheuses	mõ.tagn.ʁo.ˈʃøz
montant	mõ.ˈtã
monter	mõ.ˈte
monter à bicyclette	mõ.tea.bi.si.ˈklɛt
monter à cheval	mõ.tea.ʃə.ˈval
monter à l'abordage	mõ.tea.la.bɔʁ.ˈdaʒ
montre	mõtʁ
montrer	mõ.ˈtʁe
monts Torngat	mõ.tɔʁ.ˈga
monténégrin	mõ.te.ne.ˈgʁɛ̃
mont Cervin	mõ.sɛʁ.ˈvɛ̃
mont d'Iberville	mõ.di.bɛʁ.ˈvil
monument	mo.ˈnym
monégasque	mo.ne.ˈgask
moral	mo.ˈʁal
morale	mo.ˈʁal
morceau	mɔʁ.ˈso
mordre	mɔʁdʁ
morne	mɔʁn
morphine	mɔʁ.ˈfin
morpion	mɔʁ.ˈpjõ
mort	mɔʁ
mortel	mɔʁ.ˈtɛl
mortier	mɔʁ.ˈtje
morue	mɔ.ˈʁy
moscovite	mo.sko.ˈvit
mosquée	mo.ˈske
mot	mo
moteur	mo.ˈtœʁ
motif	mɔ.ˈtif
motion	mɔ.ˈtjõ
moto	mo.ˈto
mou	mu
mouche	muʃ
mouchoir	mu.ˈʃwaʁ
moudre	mudʁ
mouette	mwɛt
mouiller	mu.ˈje
moule	mul
mourir	mu.ˈʁiʁ
mousquet	mu.ˈskɛ
mousse	mus
moustache	mu.ˈstaʃ
moustique	mu.ˈstik
moutarde	mu.ˈtaʁd
mouton	mu.ˈtõ
mouvement	mu.ˈvəm
mouvoir	mu.ˈvwaʁ
moyen	mwaj
moyenne	mwa.ˈjɛn
moyeu	mwa.ˈjø
muet	myɛ
mugir	my.ˈʒiʁ
muguet	my.ˈgɛ
mulet	my.ˈlɛ
multicolore	myl.ti.kɔ.ˈlɔʁ
multiple	myl.ˈtipl
multitude	myl.ti.ˈtyd
munir	my.ˈniʁ
munitions	my.ni.ˈsjõ
mur	myʁ
murmure	myʁ.ˈmyʁ
murmurer	myʁ.my.ˈʁe
muscle	myskl
muselière	my.zə.ˈljɛʁ
musicien	my.zi.ˈsi
musique	my.ˈzik
musée	my.ˈze
mutiler	my.ti.ˈle
mutilé	my.ti.ˈle
myope	mjɔp
myosotis	mjo.zɔ.ˈti
myriapode	mi.ʁja.ˈpɔd
myrrhe	miʁ
myrtille	miʁ.ˈtij
mysticisme	mi.sti.ˈsism
mystification	mi.sti.fi.ka.ˈsjõ
mystifier	mi.sti.ˈfje
mystique	mi.ˈstik
mystérieux	mi.ste.ˈʁjø
mystère	mi.ˈstɛʁ
mythe	mit
mythique	mi.ˈtik
mythologie	mi.to.lo.ˈʒi
mythologue	mi.to.ˈlɔg
myxomatose	mik.sɔ.ma.ˈtoz
m'	m
mécanicien	me.ka.ni.ˈsi
mécanicien aéronautique	me.ka.ni.siae.ʁo.no.ˈtik
mécanique	me.ka.ˈnik
méchant	me.ˈʃã
méconnaître	me.kɔ.ˈnɛtʁ
mécontent	me.ˈkõt
médaille	me.ˈdaj
médecin	me.də.ˈsɛ̃
méditer	me.di.ˈte
méduse	me.ˈdyz
méfiance	me.ˈfjãs
méfiant	me.ˈfjã
mégère	me.ˈʒɛʁ
mélancolie	me.lã.kɔ.ˈli
mélancolique	me.lã.kɔ.ˈlik
mélange	me.ˈlãʒ
mélanger	me.lã.ˈʒe
mélanésien	me.la.ne.ˈzi
mélodie	me.lɔ.ˈdi
mélèze	me.ˈlɛz
mémoire	me.ˈmwaʁ
ménager	me.na.ˈʒe
mépriser	me.pʁi.ˈze
mérite	me.ˈʁit
mériter	me.ʁi.ˈte
mésange	me.ˈzãʒ
métal	me.ˈtal
métamorphose	me.ta.mɔʁ.ˈfoz
méthode	me.ˈtɔd
métier	me.ˈtje
métro	me.ˈtʁo
mèche	mɛʃ
mère	mɛʁ
mètre	mɛtʁ
mâcher	ma.ˈʃe
mâchoire	ma.ˈʃwaʁ
mâle	mal
mât	ma
mêler	mɛ.ˈle
même	mɛm
mûr	myʁ
mûre sauvage	myʁ.so.ˈvaʒ
mûrier	my.ˈʁje
mûrir	my.ˈʁiʁ
nageoire	na.ˈʒwaʁ
nager	na.ˈʒe
nain	nɛ̃
naissance	nɛ.ˈsãs
napolitain	na.pɔ.li.ˈtɛ̃
nappe	nap
nappe de table	nap.də.ˈtabl
